"TYPE","ID","CREATEDBYSTAFFID","CREATEDDATE","LASTUPDATEDBYSTAFFID","LASTUPDATEDDATE","STATUS","DESTCHARSET","DESTDATEFORMAT","DESTFILEEXT","MAPPINGTYPE","NAME","FILEDSEPARATOR","FILEHEADERCONTAINSFILEDS","FILEHEADERENABLE","FILEHEADERPARSER","RECMAINATTR","STARTFORMAT","HEADERATTRDATEFORMAT","KVSEPARATOR","SRCCHARSET","COMPOSERTYPEID","DEVICEID"
"ASCII_COMPOSER_PLUGIN",1,1,2016-07-12 10:17:13.0000,1,2016-07-12 10:17:13.0000,"ACTIVE","UTF8","dd/MM/yyyy HH:mm:ss",".csv",0,"ELITECORE_BSS_V_6.2.2_ASCII_COMPOSER_DEFAULT",",","N","Y","STANDARD","","","","","",9,5
