ID,CREATEDBYSTAFFID,CREATEDDATE,LASTUPDATEDBYSTAFFID,LASTUPDATEDDATE,STATUS,ALIAS,DESCRIPTION,NAME
1,1,2016-07-12 10:29:20.0000,1,2016-07-12 10:29:20.0000,ACTIVE,SERVERMANGER,ServerManager,Server Manager Module
