ID,CREATEDBYSTAFFID,CREATEDDATE,LASTUPDATEDBYSTAFFID,LASTUPDATEDDATE,STATUS,DESCRIPTION,ENTITY,REGEXKEY,VALUE
230,1,2016-07-11 16:21:09.0082,1,2016-07-11 16:21:09.0082,ACTIVE,DatabaseDisDriverAttr UnifiedFieldName,DatabaseDisDriverAttribute,DatabaseDistributionDriverAttribute.unifiedFieldName,"^[\w]{1,100}+$"
231,1,2016-07-11 16:21:09.0082,1,2016-07-11 16:21:09.0082,ACTIVE,DatabaseDisDriverAttr DataType,DatabaseDisDriverAttribute,DatabaseDistributionDriverAttribute.dataType,"^[\w]{1,100}+$"
232,1,2016-07-11 16:21:09.0082,1,2016-07-11 16:21:09.0082,ACTIVE,ASN1 Data Type,ASN1 Composer,ASN1ComposerAttribute.asn1DataType,"^[\w\d.]{1,255}$"
233,1,2016-07-11 16:21:09.0082,1,2016-07-11 16:21:09.0082,ACTIVE,ASN1 Choice Id,ASN1 Composer,ASN1ComposerAttribute.choiceId,"^[\d]{0,9}$"
234,1,2016-07-11 16:21:09.0082,1,2016-07-11 16:21:09.0082,ACTIVE,ASN1 Child Attributes,ASN1 Composer,ASN1ComposerAttribute.childAttributes,"^[\w-._/,]{0,2500}$"
235,1,2016-07-11 16:21:09.0082,1,2016-07-11 16:21:09.0082,ACTIVE,ASN1 Record Main Attribute,ASN1 Composer,ASN1ComposerMapping.recMainAttribute,"^[\w-._]{1,200}$"
236,1,2016-07-11 16:21:09.0082,1,2016-07-11 16:21:09.0082,ACTIVE,ASN1 Multi Container Delimiter,ASN1 Composer,ASN1ComposerAttribute.multiContainerDelimiter,"^[a-zA-Z0-9!@#$%^&*()_+\-=\[\]{};':]{0,100}$"
237,1,2016-07-11 16:21:09.0082,1,2016-07-11 16:21:09.0082,ACTIVE,Consolidation Across File Partition,Consolidation Across File Partition,DataConsolidationService.acrossFilePartition,"^-?[0-9-]{0,5}"
238,1,2016-07-11 16:21:09.0082,1,2016-07-11 16:21:09.0082,ACTIVE,Consolidation Across File Min Range,Consolidation Across File Min Range,DataConsolidationService.acrossFileMinBatchSize,"^-?[0-9-]{0,5}"
239,1,2016-07-11 16:21:09.0082,1,2016-07-11 16:21:09.0082,ACTIVE,Consolidation Across File Max Range,Consolidation Across File Max Range,DataConsolidationService.acrossFileMaxBatchSize,"^-?[0-9-]{0,5}"
240,1,2016-07-11 16:21:09.0082,1,2016-07-11 16:21:09.0082,ACTIVE,Database Query Name,Database Query,DatabaseQuery.name,"^[\w\d\s.\-_,|\*]{1,100}+$"
241,1,2016-07-11 16:21:09.0082,1,2016-07-11 16:21:09.0082,ACTIVE,Database Query Value,Database Query,DatabaseQuery.value,"^[\w\d\s.\-_,|\*;]{1,4000}+$"
242,1,2016-07-11 16:21:09.0082,1,2016-07-11 16:21:09.0082,ACTIVE,Database Query Desc,Database Query,DatabaseQuery.description,"^[\w\s\d\-_./,/']{0,4000}$"
243,1,2016-07-11 16:21:09.0082,1,2016-07-11 16:21:09.0082,ACTIVE,Database Query OutputDB,Database Query,DatabaseQuery.outputDbField,"^[\w\d\s.\-_,|\*]{0,400}$"
244,1,2016-07-11 16:21:09.0082,1,2016-07-11 16:21:09.0082,ACTIVE,Database Query Condition Expression,Database Query,DatabaseQuery.conditionExpression,"^[a-zA-Z0-9!@#$%^&*()_+\-=\[\]{};':]{0,100}$"
245,1,2016-07-11 16:21:09.0082,1,2016-07-11 16:21:09.0082,ACTIVE,Consolidation Definition Group Regex,Consolidation Definition Regex,DataConsolidationGroupAttribute.regExExpression,"^[a-zA-Z0-9!@#$%^&*()_+\-=\[\]{};':]{1,100}$"
246,1,2016-07-11 16:21:09.0082,1,2016-07-11 16:21:09.0082,ACTIVE,Consolidation Definition Group Lookup Name,Consolidation Definition Lookup Name,DataConsolidationGroupAttribute.lookUpTableName,"^[a-zA-Z0-9!@#$%^&*()_+\-=\[\]{};':]{1,100}$"
247,1,2016-07-11 16:21:09.0082,1,2016-07-11 16:21:09.0082,ACTIVE,Consolidation Definition Group Lookup column name,Consolidation Definition Lookup Column,DataConsolidationGroupAttribute.lookUpTableColumnName,"^[a-zA-Z0-9!@#$%^&*()_+\-=\[\]{};':]{1,100}$"
248,1,2016-07-11 16:21:09.0082,1,2016-07-11 16:21:09.0082,ACTIVE,Consolidation PathList Mapping Process Record Limit,PathList Mapping Process Record Limit,DataConsolidationMapping.processRecordLimit,"^-?[0-9-]{0,5}"
249,1,2016-07-11 16:21:09.0082,1,2016-07-11 16:21:09.0082,ACTIVE,Consolidation PathList Mapping File Seq Range,PathList Mapping File Seq Range,DataConsolidationMapping.minSeqRange,"^-?[0-9-]{0,5}"
250,1,2016-07-11 16:21:09.0082,1,2016-07-11 16:21:09.0082,ACTIVE,Consolidation PathList Mapping File Seq Range,PathList Mapping File Seq Range,DataConsolidationMapping.maxSeqRange,"^-?[0-9-]{0,5}"
251,1,2016-07-11 16:21:09.0082,1,2016-07-11 16:21:09.0082,ACTIVE,Consolidation Path List Mapping Name,Consolidation Path List Mapping Name,DataConsolidationMapping.mappingName,"^[\_$\w:/]{1,200}$"
252,1,2016-07-11 16:21:09.0082,1,2016-07-11 16:21:09.0082,ACTIVE,Cons Definition Across File Partition,Cons Across File Partition,DataConsolidation.acrossFilePartition,"^-?[0-9-]{0,5}"
253,1,2016-07-11 16:21:09.0082,1,2016-07-11 16:21:09.0082,ACTIVE,Consolidation Definition Name,Consolidation Definition Name,DataConsolidation.consName,"^[a-zA-Z0-9!@#$%^&*()_+\-=\[\]{};':]{1,200}$"
254,1,2016-07-11 16:21:09.0076,1,2016-07-11 16:21:09.0076,ACTIVE,Fixed Length Composer Date Format,FixedLengthASCIIComposerAttribute,FixedLengthASCIIComposerAttribute.fixedLengthDateFormat,"^[\sdMyYhmsHAaCcDdEeNnOoSTtUuWw0-9&/:-]{1,100}"
255,1,2016-07-11 16:21:09.0183,1,2016-07-11 16:21:09.0183,ACTIVE,Fixed Length Length,FixedLengthASCIIComposerAttribute,FixedLengthASCIIComposerAttribute.fixedLength,"^[0-9]{1,20}"
256,1,2016-07-11 16:21:09.0183,1,2016-07-11 16:21:09.0183,ACTIVE,Rule Lookup Table Name,RuleLookupTableData,RuleLookupTableData.viewName,"^[\w\d][\w\d-_]{1,20}+$"
257,1,2016-07-11 16:21:09.0183,1,2016-07-11 16:21:09.0183,ACTIVE,Rule Lookup Table Name,RuleLookupTableData,RuleLookupTableData.description,"^[\w\s-./,/']{0,2000}$"
258,1,2016-07-11 16:21:09.0183,1,2016-07-11 16:21:09.0183,ACTIVE,Rule Lookup Field Name,LookupFieldDetailData,LookupFieldDetailData.fieldName,"^[\w\d][\w\d-_]{1,20}+$"
259,1,2016-07-11 16:21:09.0183,1,2016-07-11 16:21:09.0183,ACTIVE,Rule Lookup Field Display Name,LookupFieldDetailData,LookupFieldDetailData.displayName,"^[\w\d][\w\d-_]{1,20}+$"
260,1,2016-07-11 16:21:09.0183,1,2016-07-11 16:21:09.0183,ACTIVE,Fixed Length Sequence,FixedLengthASCIIComposerAttribute,FixedLengthASCIIComposerAttribute.sequenceNumber,"^[0-9]{1,20}"
261,1,2016-07-11 16:21:09.0017,1,2016-07-11 16:21:09.0017,ACTIVE,Server Id,Server,Server.serverId,"^[\w-._,][\w\s-._,/']{1,200}+$"
262,1,2016-07-11 16:21:09.0017,1,2016-07-11 16:21:09.0017,ACTIVE,Policy name unique,Policy,Policy.uniqueName,"^[A-Z]{1,20}"
263,1,2016-07-11 16:21:09.0061,1,2016-07-11 16:21:09.0061,ACTIVE,Archive Path,ProcessingService,ProcessingService.fileGroupingParameter.archivePath,"^[\_$\w:/]{0,500}$"
264,1,2016-07-11 16:21:09.0061,1,2016-07-11 16:21:09.0061,ACTIVE,Filter Path,ProcessingService,ProcessingService.fileGroupingParameter.filterDirPath,"^[\_$\w:/]{0,500}$"
265,1,2016-07-11 16:21:09.0061,1,2016-07-11 16:21:09.0061,ACTIVE,Invalid Path,ProcessingService,ProcessingService.fileGroupingParameter.invalidDirPath,"^[\_$\w:/]{0,500}$"
266,1,2016-07-11 16:21:09.0061,1,2016-07-11 16:21:09.0061,ACTIVE,Duplicate Path,ProcessingService,ProcessingService.fileGroupingParameter.duplicateDirPath,"^[\_$\w:/]{0,500}$"
267,1,2016-07-11 16:21:09.0061,1,2016-07-11 16:21:09.0061,ACTIVE,Error Path,ProcessingService,ProcessingService.errorPath,"^[\_$\w:/]{0,500}$"
268,1,2016-07-11 16:21:09.0183,1,2016-07-11 16:21:09.0183,ACTIVE,Service Error Path,Service,Service.errorPath,"^[\_$\w:/]{0,600}$"
269,1,2016-07-11 16:21:09.0118,1,2016-07-11 16:21:09.0118,ACTIVE,Partition net mask parameter,PartitionParam,PartitionParam.netMask,"^[\d]{1,127}+$"
270,1,2016-07-11 16:21:09.0000,1,2016-07-11 16:21:09.0000,ACTIVE,Server Instance Error ReprPath,ServerInstance,ServerInstance.reprocessingBackupPath,"^[\_$\w:/]{0,600}"
